alert_id,header,agency,date,routes_gold,routes_llm,routes_correct,routes_missed,routes_extra,directions_gold,directions_llm,directions_correct,directions_missed,directions_extra,relations_gold,relations_llm,relations_correct,relations_missed,relations_extra,has_route_error,has_direction_error,has_relation_error
87358,"R service is suspended in both directions between Bay Ridge-95 St and 59 St while NYPD conducts an investigation at 77 St.

R service between 36 St (Brooklyn) and 59 St is extremely limited: Some southbound R trains will end at 36 St (Brooklyn) and turn back to provide northbound service.

Expect delays in both directions.

Southbound N trains are making local stops from 36 St to 59 St to provide additional service.

Alternatives
Click here for a map of alternate bus routes.

Please see a station agent to receive a courtesy pass for continuing subway or bus service.

For service at 45 St, 53 St and 59 St, take N service.

For service between 36 St and Bay Ridge-95 St, take B37 (on Third Ave) or B63 (on Fifth Ave) buses.

For service at 53 St, also consider taking B11 buses to/from 50 St on the D line.

For service at 86 St, also consider taking B16 buses to/from Fort Hamilton Pkwy on the N line.",NYCT Subway,08/30/2021 01:02:00 PM,"[""N"", ""R""]","[""N"", ""R""]","[""N"", ""R""]",[],[],"[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""SOUTHBOUND""]","[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""SOUTHBOUND""]","[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""SOUTHBOUND""]",[],[],"[""N->SOUTHBOUND"", ""R->BOTH_DIRECTIONS"", ""R->SOUTHBOUND""]","[""N->SOUTHBOUND"", ""R->BOTH_DIRECTIONS"", ""R->NORTHBOUND"", ""R->SOUTHBOUND""]","[""N->SOUTHBOUND"", ""R->BOTH_DIRECTIONS"", ""R->SOUTHBOUND""]",[],"[""R->NORTHBOUND""]",False,False,True
32373,"We’re investigating an incident in which an uptown A train came into contact with debris on the tracks at 14 St.

A Trains
Service is suspended between Jay St-MetroTech and 59 St-Columbus Circle.

All Manhattan-bound trains will turn around at Jay St-MetroTech for Queens-bound service.

All downtown trains will end at 59 St-Columbus Circle, then turn around for uptown service.

C Trains
Service is suspended between 59 St-Columbus Circle and Euclid Av.

Trains are running between 59 St-Columbus Circle and 207 St on the A line to provide alternate service.

D Trains
Service is suspended between W 4 St-Wash Sq and 59 St-Columbus Circle.

Northbound D trains will end at either Atlantic Av-Barclays Ctr or W 4 St-Wash Sq, then turn around for Coney Island-bound service.

Southbound D trains will end at 59 St-Columbus Circle, then turn around for Bronx-bound service.

E Trains
Service is running between Delancey St-Essex St and Jamaica-Van Wyck, via the Sixth Avenue line in Manhattan, for this weekend’s planned work.

However, expect severe delays on the E line in both directions.

There is no service at 5 Av/53 St or Lexington Av/53 St in either direction.

There is no service to/from Manhattan on the E train platform at Court Sq. Trains that stop at that platform will run on the G line to/from Brooklyn and experience extensive delays.

If you're in Queens, take the 7 or go to Queensboro Plaza and take the N.

F Trains
Service is running between Church Av and Jamaica-179 St, via Sixth Avenue in Manhattan.

Some F trains are running on the G line between 36 St and Bergen St.


Alternatives

Use the 2 3 trains to/from Brooklyn, the 1 2 3 4 6 N Q in Manhattan, and the 7 line to/from Queens.

Manhattan Shuttle Bus
Limited shuttle bus service is available between W 4 St-Wash Sq  and 59 St-Columbus Circle. Look for buses labeled \""Subway Shuttle\"".
59 St-bound buses will make stops near A C E stations.
W 4 St-bound buses will make stops along 7th Ave, near 1 2 3 stations.",NYCT Subway,09/20/2020 04:27:00 PM,"[""3"", ""7"", ""A"", ""C"", ""D"", ""E"", ""F""]","[""3"", ""7"", ""A"", ""C"", ""D"", ""E"", ""F""]","[""3"", ""7"", ""A"", ""C"", ""D"", ""E"", ""F""]",[],[],"[""BOTH_DIRECTIONS"", ""BRONX_BOUND"", ""DOWNTOWN"", ""MANHATTAN_BOUND"", ""NORTHBOUND"", ""PLACE_BOUND"", ""QUEENS_BOUND"", ""SOUTHBOUND"", ""UPTOWN""]","[""BOTH_DIRECTIONS"", ""DOWNTOWN"", ""MANHATTAN_BOUND"", ""NORTHBOUND"", ""PLACE_BOUND"", ""QUEENS_BOUND"", ""SOUTHBOUND"", ""UPTOWN""]","[""BOTH_DIRECTIONS"", ""DOWNTOWN"", ""MANHATTAN_BOUND"", ""NORTHBOUND"", ""PLACE_BOUND"", ""QUEENS_BOUND"", ""SOUTHBOUND"", ""UPTOWN""]","[""BRONX_BOUND""]",[],"[""A->PLACE_BOUND"", ""A->UPTOWN"", ""C->PLACE_BOUND"", ""D->NORTHBOUND"", ""D->SOUTHBOUND"", ""E->BOTH_DIRECTIONS"", ""E->PLACE_BOUND""]","[""7->PLACE_BOUND"", ""A->BOTH_DIRECTIONS"", ""A->MANHATTAN_BOUND"", ""A->QUEENS_BOUND"", ""C->BOTH_DIRECTIONS"", ""D->BOTH_DIRECTIONS"", ""D->NORTHBOUND"", ""D->PLACE_BOUND"", ""D->SOUTHBOUND"", ""E->BOTH_DIRECTIONS"", ""E->PLACE_BOUND"", ""F->BOTH_DIRECTIONS"", ""G->PLACE_BOUND"", ""N->PLACE_BOUND""]","[""D->NORTHBOUND"", ""D->SOUTHBOUND"", ""E->BOTH_DIRECTIONS"", ""E->PLACE_BOUND""]","[""A->PLACE_BOUND"", ""A->UPTOWN"", ""C->PLACE_BOUND""]","[""7->PLACE_BOUND"", ""A->BOTH_DIRECTIONS"", ""A->MANHATTAN_BOUND"", ""A->QUEENS_BOUND"", ""C->BOTH_DIRECTIONS"", ""D->BOTH_DIRECTIONS"", ""D->PLACE_BOUND"", ""F->BOTH_DIRECTIONS"", ""G->PLACE_BOUND"", ""N->PLACE_BOUND""]",False,True,True
83553,"A C trains are stopping along the F line between Jay St-MetroTech and W 4 St-Wash Sq in both directions while we get FDNY assistance for a report of smoke at Fulton St.

The last stop on some southbound A C service will be World Trade Center on the E line.

For service to/from bypassed stations, use southbound service.

Expect delays in F service as they share the track with these rerouted trains.",NYCT Subway,08/02/2021 10:08:00 PM,"[""A"", ""C"", ""F""]","[""A"", ""C"", ""F""]","[""A"", ""C"", ""F""]",[],[],"[""BOTH_DIRECTIONS"", ""SOUTHBOUND""]","[""BOTH_DIRECTIONS"", ""SOUTHBOUND""]","[""BOTH_DIRECTIONS"", ""SOUTHBOUND""]",[],[],"[""A->BOTH_DIRECTIONS"", ""A->SOUTHBOUND"", ""C->BOTH_DIRECTIONS"", ""C->SOUTHBOUND"", ""F->BOTH_DIRECTIONS""]","[""A->BOTH_DIRECTIONS"", ""A->SOUTHBOUND"", ""C->BOTH_DIRECTIONS"", ""C->SOUTHBOUND"", ""E->SOUTHBOUND"", ""F->BOTH_DIRECTIONS""]","[""A->BOTH_DIRECTIONS"", ""A->SOUTHBOUND"", ""C->BOTH_DIRECTIONS"", ""C->SOUTHBOUND"", ""F->BOTH_DIRECTIONS""]",[],"[""E->SOUTHBOUND""]",False,False,True
50047,"E, F, M and R trains are delayed and re-routed because someone was struck by a train at Grand Av-Newtown.

Some northbound E and F trains are running on the local track from Queens Plaza/21 St-Queensbridge to Forest Hills-71 Av.

There is no M train service between Delancey St-Essex St and Forest Hills-71 Av in either direction.

71 Av-bound M trains will end at Chambers St on the J line and turn around for service to Middle Village-Metropolitan Av.

Some northbound R trains will end at 57 St-7 Av.

Some northbound R trains are stopping along the Forest Hills-71 Av Q line from 57 St-7 Av and will end at 96 St.

Manhattan-bound R trains are running on the express track from Forest Hills-71 Av to Jackson Hts-Roosevelt Av.",NYCT Subway,01/13/2021 12:02:00 AM,"[""E"", ""F"", ""M"", ""R""]","[""E"", ""F"", ""M"", ""R""]","[""E"", ""F"", ""M"", ""R""]",[],[],"[""BOTH_DIRECTIONS"", ""MANHATTAN_BOUND"", ""NORTHBOUND"", ""PLACE_BOUND""]","[""BOTH_DIRECTIONS"", ""MANHATTAN_BOUND"", ""NORTHBOUND"", ""PLACE_BOUND""]","[""BOTH_DIRECTIONS"", ""MANHATTAN_BOUND"", ""NORTHBOUND"", ""PLACE_BOUND""]",[],[],"[""E->NORTHBOUND"", ""F->NORTHBOUND"", ""M->BOTH_DIRECTIONS"", ""M->PLACE_BOUND"", ""R->MANHATTAN_BOUND"", ""R->NORTHBOUND""]","[""E->NORTHBOUND"", ""F->NORTHBOUND"", ""J->PLACE_BOUND"", ""M->BOTH_DIRECTIONS"", ""M->PLACE_BOUND"", ""Q->NORTHBOUND"", ""R->MANHATTAN_BOUND"", ""R->NORTHBOUND""]","[""E->NORTHBOUND"", ""F->NORTHBOUND"", ""M->BOTH_DIRECTIONS"", ""M->PLACE_BOUND"", ""R->MANHATTAN_BOUND"", ""R->NORTHBOUND""]",[],"[""J->PLACE_BOUND"", ""Q->NORTHBOUND""]",False,False,True
83556,"Southbound A C service is delayed and/or rerouted after a train struck a shopping cart on the tracks at Fulton St.

Southbound A C trains are stopping along the F line from W 4 St-Wash Sq to Jay St-MetroTech. 

The last stop on some southbound A C trains will be World Trade Center on the E line.

Some A trains are running on the local track between 59 St-Columbus Circle and W 4 St-Wash Sq.

Some southbound E trains are stopping along the M line from 5 Av/53 St to W 4 St-Wash Sq to ease congestion along 8 Av.

Some southbound F trains are stopping along the E line from Jackson Hts-Roosevelt Av to Court Sq-23 St then via the G line to Bergen St.",NYCT Subway,08/02/2021 10:45:00 PM,"[""A"", ""C"", ""E"", ""F"", ""G"", ""M""]","[""A"", ""C"", ""F""]","[""A"", ""C"", ""F""]","[""E"", ""G"", ""M""]",[],"[""BOTH_DIRECTIONS"", ""SOUTHBOUND""]","[""SOUTHBOUND""]","[""SOUTHBOUND""]","[""BOTH_DIRECTIONS""]",[],"[""A->SOUTHBOUND"", ""C->SOUTHBOUND"", ""E->SOUTHBOUND"", ""F->SOUTHBOUND"", ""G->SOUTHBOUND"", ""M->SOUTHBOUND""]","[""A->SOUTHBOUND"", ""C->SOUTHBOUND"", ""E->SOUTHBOUND"", ""F->SOUTHBOUND"", ""G->SOUTHBOUND"", ""M->SOUTHBOUND""]","[""A->SOUTHBOUND"", ""C->SOUTHBOUND"", ""E->SOUTHBOUND"", ""F->SOUTHBOUND"", ""G->SOUTHBOUND"", ""M->SOUTHBOUND""]",[],[],True,True,False
62714,"3 and 4 trains are delayed and/or rerouted while emergency teams respond to a person who was struck by a train at Van Siclen Av.

There is no 3 train service between New Lots Av and Crown Hts-Utica Av in either direction.

As an alternative, use B14 bus service.

Southbound 3 trains will end at Times Sq-42 St, Chambers St or Crown Hts-Utica Av.

Some southbound 4 trains will end at Bowling Green.",NYCT Subway,03/23/2021 06:58:00 PM,"[""3"", ""4"", ""B14""]","[""3"", ""4""]","[""3"", ""4""]","[""B14""]",[],"[""BOTH_DIRECTIONS"", ""SOUTHBOUND""]","[""BOTH_DIRECTIONS"", ""SOUTHBOUND""]","[""BOTH_DIRECTIONS"", ""SOUTHBOUND""]",[],[],"[""3->BOTH_DIRECTIONS"", ""4->SOUTHBOUND"", ""B14->BOTH_DIRECTIONS""]","[""3->BOTH_DIRECTIONS"", ""3->SOUTHBOUND"", ""4->BOTH_DIRECTIONS"", ""4->SOUTHBOUND""]","[""3->BOTH_DIRECTIONS"", ""4->SOUTHBOUND""]","[""B14->BOTH_DIRECTIONS""]","[""3->SOUTHBOUND"", ""4->BOTH_DIRECTIONS""]",True,False,True
89748,"A C trains are delayed/rerouted in both directions while our crews work to correct a switch malfunction at Euclid Av.
Uptown A C trains will arrive/depart at the Queens-bound platform at Euclid Av.
Uptown A C trains are rerouted on the express track from Euclid Av to Broadway Junction.
Queens-bound A trains are rerouted on the local track from Broadway Junction to Euclid Av.
If your stop is skipped, take a Queens-bound A or Euclid Av-bound C train. 
Expect longer waits for A C trains in both directions.",NYCT Subway,09/08/2021 11:37:00 PM,"[""A"", ""C""]","[""A"", ""C""]","[""A"", ""C""]",[],[],"[""BOTH_DIRECTIONS"", ""PLACE_BOUND"", ""QUEENS_BOUND"", ""UPTOWN""]","[""BOTH_DIRECTIONS"", ""QUEENS_BOUND"", ""UPTOWN""]","[""BOTH_DIRECTIONS"", ""QUEENS_BOUND"", ""UPTOWN""]","[""PLACE_BOUND""]",[],"[""A->BOTH_DIRECTIONS"", ""A->QUEENS_BOUND"", ""A->UPTOWN"", ""C->BOTH_DIRECTIONS"", ""C->PLACE_BOUND"", ""C->UPTOWN""]","[""A->BOTH_DIRECTIONS"", ""A->QUEENS_BOUND"", ""A->UPTOWN"", ""C->BOTH_DIRECTIONS"", ""C->QUEENS_BOUND"", ""C->UPTOWN""]","[""A->BOTH_DIRECTIONS"", ""A->QUEENS_BOUND"", ""A->UPTOWN"", ""C->BOTH_DIRECTIONS"", ""C->UPTOWN""]","[""C->PLACE_BOUND""]","[""C->QUEENS_BOUND""]",False,True,True
50498,"There are delays and multiple impacts to A, C and E train service while NYPD responds to an unauthorized person on the tracks at W 4 St-Wash Sq.

Southbound A and C trains are running on the D line from 59 St-Columbus Circle to 34 St-Herald Sq, then via the F line to Jay St-MetroTech.

Southbound E trains are running along the M line from 5 Av/53 St to W 4 St-Wash Sq, then via the F line to 2 Av, the last stop.

There are no E trains running between World Trade Center and W 4 St-Wash Sq in both directions.",NYCT Subway,01/15/2021 04:21:00 PM,"[""A"", ""C"", ""D"", ""E"", ""F"", ""M""]","[""A"", ""C"", ""E""]","[""A"", ""C"", ""E""]","[""D"", ""F"", ""M""]",[],"[""BOTH_DIRECTIONS"", ""SOUTHBOUND""]","[""BOTH_DIRECTIONS"", ""SOUTHBOUND""]","[""BOTH_DIRECTIONS"", ""SOUTHBOUND""]",[],[],"[""A->SOUTHBOUND"", ""C->SOUTHBOUND"", ""D->SOUTHBOUND"", ""E->BOTH_DIRECTIONS"", ""E->SOUTHBOUND"", ""F->SOUTHBOUND"", ""M->SOUTHBOUND""]","[""A->SOUTHBOUND"", ""C->SOUTHBOUND"", ""D->SOUTHBOUND"", ""E->BOTH_DIRECTIONS"", ""E->SOUTHBOUND"", ""F->SOUTHBOUND""]","[""A->SOUTHBOUND"", ""C->SOUTHBOUND"", ""D->SOUTHBOUND"", ""E->BOTH_DIRECTIONS"", ""E->SOUTHBOUND"", ""F->SOUTHBOUND""]","[""M->SOUTHBOUND""]",[],True,False,True
59693,"Northbound C E service is disrupted and delayed while emergency crews respond to a person who was struck by a train at 42 St-Port Authority Bus Terminal.

There is no northbound local service at 23 St or 50 St.

C Trains
Northbound trains are running express from Canal St to 59 St-Columbus Circle.

E Trains
There is no northbound E service at stations from 14 St to 7 Av.

Northbound trains are running on the M line from W 4 St-Wash Sq to 5 Av/53 St.

A Trains
Expect delays on northbound trains while they share the express track with C trains.",NYCT Subway,03/05/2021 01:25:00 PM,"[""A"", ""C"", ""E"", ""M""]","[""A"", ""C"", ""E""]","[""A"", ""C"", ""E""]","[""M""]",[],"[""NORTHBOUND""]","[""NORTHBOUND""]","[""NORTHBOUND""]",[],[],"[""A->NORTHBOUND"", ""C->NORTHBOUND"", ""E->NORTHBOUND"", ""M->NORTHBOUND""]","[""A->NORTHBOUND"", ""C->NORTHBOUND"", ""E->NORTHBOUND"", ""M->NORTHBOUND""]","[""A->NORTHBOUND"", ""C->NORTHBOUND"", ""E->NORTHBOUND"", ""M->NORTHBOUND""]",[],[],True,False,False
72724,"Jamaica-bound E and Forest Hills-bound M trains are rerouted in Manhattan and Queens while NYPD responds to a person being disruptive and we remove a train with a door problem from service at Court Sq-23 St.

There is no Queens-bound service at 7 Av, 5 Av/53 St, Lexington Av/53 St, Court Sq-23 St or Queens Plaza.

Jamaica-bound E trains are running on the F line from W 4 St-Wash Sq to Jackson Hts-Roosevelt Av.

Forest Hills-bound M trains are running on the F line from 47-50 Sts-Rockefeller Ctr to 36 St.

Expect delays in E M F service.

For service to/from bypassed stations, take a southbound train.",NYCT Subway,05/17/2021 05:27:00 PM,"[""E"", ""F"", ""M""]","[""E"", ""F"", ""M""]","[""E"", ""F"", ""M""]",[],[],"[""PLACE_BOUND"", ""QUEENS_BOUND"", ""SOUTHBOUND""]","[""PLACE_BOUND"", ""QUEENS_BOUND"", ""SOUTHBOUND""]","[""PLACE_BOUND"", ""QUEENS_BOUND"", ""SOUTHBOUND""]",[],[],"[""E->PLACE_BOUND"", ""F->PLACE_BOUND"", ""M->PLACE_BOUND""]","[""E->PLACE_BOUND"", ""E->QUEENS_BOUND"", ""E->SOUTHBOUND"", ""F->PLACE_BOUND"", ""M->PLACE_BOUND"", ""M->QUEENS_BOUND"", ""M->SOUTHBOUND""]","[""E->PLACE_BOUND"", ""F->PLACE_BOUND"", ""M->PLACE_BOUND""]",[],"[""E->QUEENS_BOUND"", ""E->SOUTHBOUND"", ""M->QUEENS_BOUND"", ""M->SOUTHBOUND""]",False,False,True
5050,"Southbound A trains are running on the local track from 59 St - Columbus Circle to Canal St while we investigate what activated a train's brakes near 14 St.

Expect delays in southbound service.

At 34 St - Penn Station, board southbound A trains on the local C/E platform.",NYCT Subway,05/19/2020 11:43:00 AM,"[""A""]","[""A""]","[""A""]",[],[],"[""SOUTHBOUND""]","[""SOUTHBOUND""]","[""SOUTHBOUND""]",[],[],"[""A->SOUTHBOUND""]","[""A->SOUTHBOUND"", ""C->SOUTHBOUND"", ""E->SOUTHBOUND""]","[""A->SOUTHBOUND""]",[],"[""C->SOUTHBOUND"", ""E->SOUTHBOUND""]",False,False,True
84703,"Southbound 6 local and express trains are rerouted while we work to correct a switch problem at Parkchester.

Southbound 6X trains from Pelham Bay Park are running on the local track from Parkchester to 3 Av-138 St.

Southbound 6 trains from Parkchester are running express from Parkchester to 3 Av-138 St.

For service to/from skipped stations, take a northbound train.",NYCT Subway,08/12/2021 10:29:00 AM,"[""6"", ""6X""]","[""6"", ""6X""]","[""6"", ""6X""]",[],[],"[""NORTHBOUND"", ""SOUTHBOUND""]","[""NORTHBOUND"", ""SOUTHBOUND""]","[""NORTHBOUND"", ""SOUTHBOUND""]",[],[],"[""6->NORTHBOUND"", ""6->SOUTHBOUND"", ""6X->SOUTHBOUND""]","[""6->NORTHBOUND"", ""6->SOUTHBOUND"", ""6X->NORTHBOUND"", ""6X->SOUTHBOUND""]","[""6->NORTHBOUND"", ""6->SOUTHBOUND"", ""6X->SOUTHBOUND""]",[],"[""6X->NORTHBOUND""]",False,False,True
96853,"2 and 3 trains are delayed and rerouted in both directions while we investigate a report of smoke in the tunnel between Brooklyn and Manhattan.

2 trains are running on the 5 line between 149 St-Grand Concourse and Nevins St in both directions.

Southbound 3 trains are ending service at Times Sq-42 St, Chambers St, or Rector St, and turning back for northbound service.

Northbound 3 trains are holding in stations in Brooklyn.

Alternatives: For service between Manhattan and Brooklyn, consider using 4 5 R trains.",NYCT Subway,10/12/2021 07:00:00 PM,"[""2"", ""3"", ""4"", ""5"", ""R""]","[""2"", ""3"", ""5""]","[""2"", ""3"", ""5""]","[""4"", ""R""]",[],"[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""SOUTHBOUND""]","[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""SOUTHBOUND""]","[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""SOUTHBOUND""]",[],[],"[""2->BOTH_DIRECTIONS"", ""3->BOTH_DIRECTIONS"", ""3->NORTHBOUND"", ""3->SOUTHBOUND"", ""4->BOTH_DIRECTIONS"", ""5->BOTH_DIRECTIONS"", ""R->BOTH_DIRECTIONS""]","[""2->BOTH_DIRECTIONS"", ""2->PLACE_BOUND"", ""3->BOTH_DIRECTIONS"", ""3->NORTHBOUND"", ""3->SOUTHBOUND"", ""4->PLACE_BOUND"", ""5->BOTH_DIRECTIONS"", ""5->PLACE_BOUND"", ""R->PLACE_BOUND""]","[""2->BOTH_DIRECTIONS"", ""3->BOTH_DIRECTIONS"", ""3->NORTHBOUND"", ""3->SOUTHBOUND"", ""5->BOTH_DIRECTIONS""]","[""4->BOTH_DIRECTIONS"", ""R->BOTH_DIRECTIONS""]","[""2->PLACE_BOUND"", ""4->PLACE_BOUND"", ""5->PLACE_BOUND"", ""R->PLACE_BOUND""]",True,False,True
23182,"Southbound A and C trains are running on the F line from W 4 St - Wash Sq to Jay St - MetroTech while EMS responds to a sick customer at Chambers St. There is no southbound A or C service at Spring St, Canal St, Chambers St or Fulton St.

Some southbound A trains will run on the D line from 59 St - Columbus Circle to W 4 St - Wash Sq before running on the F line.

Expect delays in southbound A, C, E and F service.

ALTERNATIVES

-Spring St - Consider taking nearby R or W lines at Prince St for service to lower Manhattan and Brooklyn.
-Canal St - Consider taking nearby J, N, Q, R, W or 6 lines at Canal St on Broadway for service downtown.
-Chambers St and Fulton St - Consider transferring within the station to alternate lines, such as the 2 and 3 lines, for continuing service downtown and into Brooklyn.",NYCT Subway,08/11/2020 01:29:00 PM,"[""6"", ""A"", ""C"", ""D"", ""E"", ""F"", ""J"", ""N"", ""Q"", ""R"", ""W""]","[""A"", ""C"", ""E"", ""F""]","[""A"", ""C"", ""E"", ""F""]","[""6"", ""D"", ""J"", ""N"", ""Q"", ""R"", ""W""]",[],"[""SOUTHBOUND""]","[""PLACE_BOUND"", ""SOUTHBOUND""]","[""SOUTHBOUND""]",[],"[""PLACE_BOUND""]","[""6->SOUTHBOUND"", ""A->SOUTHBOUND"", ""C->SOUTHBOUND"", ""D->SOUTHBOUND"", ""E->SOUTHBOUND"", ""F->SOUTHBOUND"", ""J->SOUTHBOUND"", ""N->SOUTHBOUND"", ""Q->SOUTHBOUND"", ""R->SOUTHBOUND"", ""W->SOUTHBOUND""]","[""2->PLACE_BOUND"", ""3->PLACE_BOUND"", ""6->PLACE_BOUND"", ""A->SOUTHBOUND"", ""C->SOUTHBOUND"", ""D->SOUTHBOUND"", ""E->SOUTHBOUND"", ""F->SOUTHBOUND"", ""J->PLACE_BOUND"", ""N->PLACE_BOUND"", ""Q->PLACE_BOUND"", ""R->PLACE_BOUND"", ""W->PLACE_BOUND""]","[""A->SOUTHBOUND"", ""C->SOUTHBOUND"", ""D->SOUTHBOUND"", ""E->SOUTHBOUND"", ""F->SOUTHBOUND""]","[""6->SOUTHBOUND"", ""J->SOUTHBOUND"", ""N->SOUTHBOUND"", ""Q->SOUTHBOUND"", ""R->SOUTHBOUND"", ""W->SOUTHBOUND""]","[""2->PLACE_BOUND"", ""3->PLACE_BOUND"", ""6->PLACE_BOUND"", ""J->PLACE_BOUND"", ""N->PLACE_BOUND"", ""Q->PLACE_BOUND"", ""R->PLACE_BOUND"", ""W->PLACE_BOUND""]",True,True,True
38637,"There are delays and service changes on D N Q and R lines while FDNY conducts an investigation between DeKalb Av and Atlantic Av-Barclays Ctr. 
Northbound D trains are running along the F line from Coney Island-Stillwell Av to W 4 St-Wash Sq. 
Southbound N trains will end at 34 St-Herald Sq. 
Some northbound N trains will end at 36 St. 
R train shuttles will operate between 59 St and Bay Ridge-95 St.",NYCT Subway,11/05/2020 10:40:00 AM,"[""D"", ""F"", ""N"", ""Q"", ""R""]","[""D"", ""N"", ""Q"", ""R""]","[""D"", ""N"", ""Q"", ""R""]","[""F""]",[],"[""NORTHBOUND"", ""SOUTHBOUND""]","[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""SOUTHBOUND""]","[""NORTHBOUND"", ""SOUTHBOUND""]",[],"[""BOTH_DIRECTIONS""]","[""D->NORTHBOUND"", ""F->NORTHBOUND"", ""N->NORTHBOUND"", ""N->SOUTHBOUND"", ""Q->NORTHBOUND""]","[""D->BOTH_DIRECTIONS"", ""D->NORTHBOUND"", ""F->NORTHBOUND"", ""N->BOTH_DIRECTIONS"", ""N->SOUTHBOUND"", ""Q->BOTH_DIRECTIONS"", ""R->BOTH_DIRECTIONS"", ""R->PLACE_BOUND""]","[""D->NORTHBOUND"", ""F->NORTHBOUND"", ""N->SOUTHBOUND""]","[""N->NORTHBOUND"", ""Q->NORTHBOUND""]","[""D->BOTH_DIRECTIONS"", ""N->BOTH_DIRECTIONS"", ""Q->BOTH_DIRECTIONS"", ""R->BOTH_DIRECTIONS"", ""R->PLACE_BOUND""]",True,True,True
102661,"2 trains are delayed and rerouted in both directions because of an NYPD investigation at Intervale Av.

Manhattan-bound 2 trains are running express from E 180 St to 3 Av-149 St.

Expect delays in Bronx-bound 2 service.",NYCT Subway,11/09/2021 03:24:00 AM,"[""2""]","[""2""]","[""2""]",[],[],"[""BOTH_DIRECTIONS"", ""BRONX_BOUND"", ""MANHATTAN_BOUND""]","[""BRONX_BOUND"", ""MANHATTAN_BOUND""]","[""BRONX_BOUND"", ""MANHATTAN_BOUND""]","[""BOTH_DIRECTIONS""]",[],"[""2->BOTH_DIRECTIONS"", ""2->BRONX_BOUND"", ""2->MANHATTAN_BOUND""]","[""2->BOTH_DIRECTIONS"", ""2->BRONX_BOUND"", ""2->MANHATTAN_BOUND""]","[""2->BOTH_DIRECTIONS"", ""2->BRONX_BOUND"", ""2->MANHATTAN_BOUND""]",[],[],False,True,False
51839,"N R W trains are delayed and/or rerouted while our crews work to correct a switch problem in the tunnel between Manhattan and Queens.

N W Trains

There is no service between Lexington Av/59 St and Queensboro Plaza.

In Queens, limited shuttle train service is running between Astoria-Ditmars Blvd and Queensboro Plaza.

In Manhattan, northbound trains will end at Times Sq-42 St or Lexington Av/59 St. Some northbound trains will run on the Q line from 57 St-7 Av to 96 St, the last stop.

Some northbound trains will run on the R line from Lexington Av/59 St to Forest Hills-71 Av.

R Trains

Forest Hills-bound R trains are running on the Q line from 57 St-7 Av to Lexington Av/63 St and then on the F line to 36 St in Queens.

Alternatives

For alternate service between Queens and Manhattan, consider E and F service.

Reminder - There is no 7 service between Queensboro Plaza and 34 St-Hudson Yards.

LIRR is allowing MetroCard holders to board at no additional cost at Main St, Woodside and Penn Station.",NYCT Subway,01/23/2021 05:50:00 PM,"[""7"", ""N"", ""R"", ""W""]","[""7"", ""N"", ""R"", ""W""]","[""7"", ""N"", ""R"", ""W""]",[],[],"[""NORTHBOUND"", ""PLACE_BOUND""]","[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""PLACE_BOUND""]","[""NORTHBOUND"", ""PLACE_BOUND""]",[],"[""BOTH_DIRECTIONS""]","[""R->NORTHBOUND"", ""R->PLACE_BOUND""]","[""7->BOTH_DIRECTIONS"", ""E->PLACE_BOUND"", ""F->NORTHBOUND"", ""LIRR->PLACE_BOUND"", ""N->BOTH_DIRECTIONS"", ""N->NORTHBOUND"", ""Q->NORTHBOUND"", ""R->BOTH_DIRECTIONS"", ""R->NORTHBOUND"", ""W->BOTH_DIRECTIONS"", ""W->NORTHBOUND""]","[""R->NORTHBOUND""]","[""R->PLACE_BOUND""]","[""7->BOTH_DIRECTIONS"", ""E->PLACE_BOUND"", ""F->NORTHBOUND"", ""LIRR->PLACE_BOUND"", ""N->BOTH_DIRECTIONS"", ""N->NORTHBOUND"", ""Q->NORTHBOUND"", ""R->BOTH_DIRECTIONS"", ""W->BOTH_DIRECTIONS"", ""W->NORTHBOUND""]",False,True,True
298153,"Northbound B local from Kings Hwy to Prospect Park. Southbound service from Bedford Park Blvd to 155 St has ended early.

Delays in both directions.",NYCT Subway,03/08/2024 01:53:00 PM,"[""B""]","[""B""]","[""B""]",[],[],"[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""SOUTHBOUND""]","[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""SOUTHBOUND""]","[""BOTH_DIRECTIONS"", ""NORTHBOUND"", ""SOUTHBOUND""]",[],[],"[""B->NORTHBOUND""]","[""B->BOTH_DIRECTIONS"", ""B->NORTHBOUND"", ""B->SOUTHBOUND""]","[""B->NORTHBOUND""]",[],"[""B->BOTH_DIRECTIONS"", ""B->SOUTHBOUND""]",False,False,True
